1,0,0.0853545
2,48.5399,0.124556
3,58.8947,0.189644
4,63.6376,0.236897
5,66.9158,0.261684
6,69.3368,0.333702
7,70.761,0.360384
8,70.9558,0.427239
9,71.7566,0.460513
10,73.0525,0.564044
11,73.4646,0.515032
12,74.1227,0.49661
13,74.1781,0.559483
14,74.6799,0.585727
15,74.8166,0.617341
16,75.4812,0.681307
17,75.1518,0.708648
18,75.641,0.683245
19,75.4922,0.810711
20,76.0491,0.778081
21,76.6598,0.808244
22,75.9921,0.832885
23,76.8222,0.857046
24,76.9021,0.897895
25,77.0482,0.937759
26,76.3965,0.989036
27,76.0333,0.953
28,76.6908,1.01285
29,76.9759,1.06733
30,76.7398,1.08676
31,77.4089,1.1733
32,77.311,1.1183
33,76.9561,1.19567
34,77.471,1.23954
35,77.3884,1.49623
36,76.8695,1.26143
37,77.7332,1.29354
38,77.3998,1.32289
39,77.3565,1.41866
40,76.992,1.41278
41,77.8516,1.42164
42,76.6358,1.50174
43,77.4554,1.60947
44,78.2786,1.5289
45,77.4621,1.58629
46,77.347,1.67278
47,77.0873,1.70027
48,78.1668,1.70628
49,77.4424,1.76674
50,78.0807,1.75533
