0,49.3219,49.4206,49.4419
1.8,49.4752,49.4865,49.4658
3.6,49.4385,49.4279,49.4179
5.4,49.4357,49.434,49.435
7.2,49.4387,49.4398,49.4421
9,49.448,49.4506,49.4538
10.8,49.4668,49.4699,49.4732
12.6,49.4993,49.5014,49.5034
14.4,49.5501,49.5488,49.5474
16.2,49.6239,49.6158,49.6083
18,49.7252,49.7062,49.6892
19.8,49.8579,49.8234,49.7928
21.6,50.0252,49.9701,49.9218
23.4,50.2294,50.1488,50.0786
25.2,50.4717,50.361,50.265
27,50.7524,50.6078,50.4825
28.8,51.0706,50.8894,50.7321
30.6,51.4246,51.2055,51.0145
32.4,51.8121,51.555,51.3299
34.2,52.2302,51.9369,51.6784
36,52.6758,52.3495,52.0596
37.8,53.1458,52.7912,52.4734
39.6,53.6373,53.2603,52.9194
41.4,54.1476,53.7555,53.3974
43.2,54.6744,54.2755,53.9072
45,55.2159,54.8192,54.449
46.8,55.7709,55.3861,55.0228
48.6,56.3383,55.9757,55.6292
50.4,56.9179,56.588,56.2689
52.2,57.5094,57.223,56.9426
54,58.113,57.8811,57.6514
55.8,58.729,58.5629,58.3963
57.6,59.3578,59.269,59.1787
59.4,60,60,60
61.2,61.2,61.2,61.2
63,63,63,63
64.8,64.8,64.8,64.8
66.6,66.6,66.6,66.6
68.4,68.4,68.4,68.4
70.2,70.2,70.2,70.2
72,72,72,72
73.8,73.8,73.8,73.8
75.6,75.6,75.6,75.6
77.4,77.4,77.4,77.4
79.2,79.2,79.2,79.2
81,81,81,81
82.8,82.8,82.8,82.8
84.6,84.6,84.6,84.6
86.4,86.4,86.4,86.4
88.2,88.2,88.2,88.2
90,90,90,90
91.8,91.8,91.8,91.8
93.6,93.6,93.6,93.6
95.4,95.4,95.4,95.4
97.2,97.2,97.2,97.2
99,99,99,99
100.8,100.8,100.8,100.8
102.6,102.6,102.6,102.6
104.4,104.4,104.4,104.4
106.2,106.2,106.2,106.2
108,108,108,108
109.8,109.8,109.8,109.8
111.6,111.6,111.6,111.6
113.4,113.4,113.4,113.4
115.2,115.2,115.2,115.2
117,117,117,117
118.8,118.8,118.8,118.8
120.6,120.6,120.6,120.6
122.4,122.4,122.4,122.4
124.2,124.2,124.2,124.2
126,126,126,126
127.8,127.8,127.8,127.8
129.6,129.6,129.6,129.6
131.4,131.4,131.4,131.4
133.2,133.2,133.2,133.2
135,135,135,135
136.8,136.8,136.8,136.8
138.6,138.6,138.6,138.6
140.4,140.4,140.4,140.4
142.2,142.2,142.2,142.2
144,144,144,144
145.8,145.8,145.8,145.8
147.6,147.6,147.6,147.6
149.4,149.4,149.4,149.4
151.2,151.2,151.2,151.2
153,153,153,153
154.8,154.8,154.8,154.8
156.6,156.6,156.6,156.6
158.4,158.4,158.4,158.4
160.2,160.2,160.2,160.2
162,162,162,162
163.8,163.8,163.8,163.8
165.6,165.6,165.6,165.6
167.4,167.4,167.4,167.4
169.2,169.2,169.2,169.2
171,171,171,171
172.8,172.8,172.8,172.8
174.6,174.6,174.6,174.6
176.4,176.4,176.4,176.4
178.2,178.2,178.2,178.2
